"VattenID","Vattenkategori","VariabelID","Trendens signifikans","p-värde","Medianförändring per år","Andel regionala data","Nationell","Typ"
"SE620062-135224","Station","Totalkväve",0,0.5915,-21.8,1,0,"Sjö"
"SE620062-135224","Station","Totalfosfor",-1,0.0122,-2.337,1,0,"Sjö"
"SE619810-135450","Station","Alkalinitet",1,0,0.008646,1,0,"Sjö"
"SE619810-135450","Station","Konduktivitet",1,8e-4,0.05833,1,0,"Sjö"
"SE619810-135450","Station","Lägsta Syrehalt",0,0.8247,-0.005,1,0,"Sjö"
"SE619810-135450","Station","pH",0,0.9421,-1.464e-4,1,0,"Sjö"
"SE619810-135450","Station","Lättillgänglig fosfor",-1,0,-0.2778,1,0,"Sjö"
"SE619810-135450","Station","Siktdjup",1,2e-4,0.01606,1,0,"Sjö"
"SE619810-135450","Station","Totalkväve",-1,0,-23.99,1,0,"Sjö"
"SE619810-135450","Station","Totalfosfor",-1,0,-1.793,1,0,"Sjö"
"SE619810-135450","Station","Temperatur - vår",0,0.9055,-0,1,0,"Sjö"
"NW664611-148550","Station","Brunhet",1,0.0067,3.442e-4,0,0,"Sjö"
"NW664611-148550","Station","Alkalinitet",0,0.4477,-6.344e-4,0,0,"Sjö"
"NW664611-148550","Station","Kadmium i vatten",0,0.5323,-1.944e-4,0,0,"Sjö"
"NW664611-148550","Station","Konduktivitet",-1,0,-0.04097,0,0,"Sjö"
"NW664611-148550","Station","Lägsta Syrehalt",0,0.6074,-0.02157,0,0,"Sjö"
"NW664611-148550","Station","Oorganiskt kväve",0,0.5354,0.1236,0,0,"Sjö"
"NW664611-148550","Station","Bly i vatten",0,0.6427,-0.001039,0,0,"Sjö"
"NW664611-148550","Station","pH",0,0.631,-0.001084,0,0,"Sjö"
"NW664611-148550","Station","Lättillgänglig fosfor",-1,0.0019,-0.03396,0,0,"Sjö"
"NW664611-148550","Station","Kisel",0,0.0608,8.251,0,0,"Sjö"
"NW664611-148550","Station","Siktdjup",0,0.107,-0.04227,0,0,"Sjö"
"NW664611-148550","Station","Sulfat",-1,0,-0.04977,0,0,"Sjö"
"NW664611-148550","Station","Totalt organiskt kol",0,0.1983,0.008278,0,0,"Sjö"
"NW664611-148550","Station","Totalkväve",0,0.0592,-1.951,0,0,"Sjö"
"NW664611-148550","Station","Totalfosfor",-1,0,-0.1619,0,0,"Sjö"
"SE655863-129783","Station","Brunhet",1,0,6.042e-4,0,0,"Sjö"
"SE655863-129783","Station","Alkalinitet",1,0,0.002598,0,0,"Sjö"
"SE655863-129783","Station","Konduktivitet",-1,0.0155,-0.02333,0,0,"Sjö"
"SE655863-129783","Station","Oorganiskt kväve",0,0.3454,-0.2433,0,0,"Sjö"
"SE655863-129783","Station","pH",1,0,0.01387,0,0,"Sjö"
"SE655863-129783","Station","Lättillgänglig fosfor",-1,0.0056,-0.01111,0,0,"Sjö"
"SE655863-129783","Station","Kisel",0,0.5532,0.9524,0,0,"Sjö"
"SE655863-129783","Station","Siktdjup",0,0.2608,-0.03043,0,0,"Sjö"
"SE655863-129783","Station","Sulfat",-1,0,-0.06075,0,0,"Sjö"
"SE655863-129783","Station","Totalt organiskt kol",1,0.009,0.028,0,0,"Sjö"
"SE655863-129783","Station","Totalkväve",-1,0.0139,-1.937,0,0,"Sjö"
"SE655863-129783","Station","Totalfosfor",-1,0,-0.1107,0,0,"Sjö"
"SE633400-139260","Station","Alkalinitet",1,1e-4,0.00524,1,0,"Sjö"
"SE633400-139260","Station","Lägsta Syrehalt",-1,0.0082,-0.1222,1,0,"Sjö"
"SE633400-139260","Station","pH",1,4e-4,0.01429,1,0,"Sjö"
"SE633400-139260","Station","Siktdjup",1,0.004,0.04226,1,0,"Sjö"
"SE633400-139260","Station","Totalt organiskt kol",0,0.5129,-0.04375,1,0,"Sjö"
"SE633400-139260","Station","Totalkväve",0,0.3717,-3.205,1,0,"Sjö"
"SE633400-139260","Station","Totalfosfor",-1,0.0188,-0.2143,1,0,"Sjö"
"SE650342-141139","Station","Brunhet",0,0.5193,-8.571e-4,1,0,"Sjö"
"SE650342-141139","Station","Alkalinitet",1,0.0236,0.001875,1,0,"Sjö"
"SE650342-141139","Station","Konduktivitet",-1,0,-0.06154,1,0,"Sjö"
"SE650342-141139","Station","Lägsta Syrehalt",0,0.2667,-0.038,1,0,"Sjö"
"SE650342-141139","Station","pH",1,0.0061,0.00999,1,0,"Sjö"
"SE650342-141139","Station","Siktdjup",0,0.8797,-0.002639,1,0,"Sjö"
"SE650342-141139","Station","Totalt organiskt kol",0,0.1849,-0.05625,1,0,"Sjö"
"SE650342-141139","Station","Totalkväve",0,0.1205,-3.333,1,0,"Sjö"
"SE650342-141139","Station","Totalfosfor",0,0.6486,-0,1,0,"Sjö"
"SE659728-145030","Station","Brunhet",0,0.1608,-0.001429,1,0,"Sjö"
"SE659728-145030","Station","Alkalinitet",1,0.005,0.001,1,0,"Sjö"
"SE659728-145030","Station","Lägsta Syrehalt",-1,0.0236,-0.04108,1,0,"Sjö"
"SE659728-145030","Station","Oorganiskt kväve",-1,1e-4,-7.933,1,0,"Sjö"
"SE659728-145030","Station","pH",1,0,0.01648,1,0,"Sjö"
"SE659728-145030","Station","Lättillgänglig fosfor",-1,0.0027,-0.02247,1,0,"Sjö"
"SE659728-145030","Station","Siktdjup",-1,0.0026,-0.024,1,0,"Sjö"
"SE659728-145030","Station","Totalt organiskt kol",1,0.0204,0.096,1,0,"Sjö"
"SE659728-145030","Station","Totalkväve",-1,0,-24.29,1,0,"Sjö"
"SE659728-145030","Station","Totalfosfor",0,0.2739,-0.02857,1,0,"Sjö"
"SE660892-165434","Station","Brunhet",0,0.5879,5.606e-4,1,0,"Sjö"
"SE660892-165434","Station","Alkalinitet",0,0.892,-2.143e-4,1,0,"Sjö"
"SE660892-165434","Station","Konduktivitet",0,0.2981,0.0255,1,0,"Sjö"
"SE660892-165434","Station","Oorganiskt kväve",0,0.7184,-0.2596,1,0,"Sjö"
"SE660892-165434","Station","pH",0,0.1764,0.007143,1,0,"Sjö"
"SE660892-165434","Station","Lättillgänglig fosfor",-1,0.0183,-0.05278,1,0,"Sjö"
"SE660892-165434","Station","Kisel",0,0.1143,31.46,1,0,"Sjö"
"SE660892-165434","Station","Siktdjup",0,0.177,-0.03571,1,0,"Sjö"
"SE660892-165434","Station","Sulfat",0,0.0617,-0.1156,1,0,"Sjö"
"SE660892-165434","Station","Totalt organiskt kol",0,0.0584,0.1646,1,0,"Sjö"
"SE660892-165434","Station","Totalkväve",0,0.2758,-5.667,1,0,"Sjö"
"SE660892-165434","Station","Totalfosfor",0,0.0584,-0.6427,1,0,"Sjö"
"SE661966-164781","Station","Brunhet",0,0.921,-1.429e-4,1,0,"Sjö"
"SE661966-164781","Station","Alkalinitet",0,0.2763,0.007636,1,0,"Sjö"
"SE661966-164781","Station","Konduktivitet",1,0.0291,0.1846,1,0,"Sjö"
"SE661966-164781","Station","Oorganiskt kväve",0,0.7274,0.03846,1,0,"Sjö"
"SE661966-164781","Station","pH",0,1,-0,1,0,"Sjö"
"SE661966-164781","Station","Lättillgänglig fosfor",-1,9e-4,-0.3889,1,0,"Sjö"
"SE661966-164781","Station","Kisel",0,0.1982,-58.89,1,0,"Sjö"
"SE661966-164781","Station","Siktdjup",0,0.0804,-0.0375,1,0,"Sjö"
"SE661966-164781","Station","Sulfat",0,0.858,-0.052,1,0,"Sjö"
"SE661966-164781","Station","Totalt organiskt kol",0,0.102,0.2786,1,0,"Sjö"
"SE661966-164781","Station","Totalkväve",0,0.6404,20,1,0,"Sjö"
"SE661966-164781","Station","Totalfosfor",0,0.8818,0.2875,1,0,"Sjö"
"SE651862-153382","Station","Alkalinitet",0,0.2332,9.286e-4,1,0,"Sjö"
"SE651862-153382","Station","Lägsta Syrehalt",0,0.6197,-0.0303,1,0,"Sjö"
"SE651862-153382","Station","Oorganiskt kväve",1,0.0082,,1,0,"Sjö"
"SE651862-153382","Station","pH",0,0.0665,0.01742,1,0,"Sjö"
"SE651862-153382","Station","Lättillgänglig fosfor",0,0.1289,0,1,0,"Sjö"
"SE651862-153382","Station","Siktdjup",0,0.9556,-0,1,0,"Sjö"
"SE651862-153382","Station","Totalt organiskt kol",0,0.4657,0.08333,1,0,"Sjö"
"SE651862-153382","Station","Totalkväve",1,0.0037,6.125,1,0,"Sjö"
"SE651862-153382","Station","Totalfosfor",0,0.0519,0.2929,1,0,"Sjö"
"SE718150-168580","Station","Brunhet",0,0.1376,3.75e-4,0,0,"Sjö"
"SE718150-168580","Station","Alkalinitet",1,9e-4,0.001267,0,0,"Sjö"
"SE718150-168580","Station","Konduktivitet",0,0.8431,9.722e-4,0,0,"Sjö"
"SE718150-168580","Station","Oorganiskt kväve",0,0.4884,-0.2381,0,0,"Sjö"
"SE718150-168580","Station","pH",0,0.6207,-0.002817,0,0,"Sjö"
"SE718150-168580","Station","Lättillgänglig fosfor",0,0.0614,-0.04545,0,0,"Sjö"
"SE718150-168580","Station","Kisel",1,0.0041,18.89,0,0,"Sjö"
"SE718150-168580","Station","Siktdjup",0,0.2969,0.06667,0,0,"Sjö"
"SE718150-168580","Station","Sulfat",0,0.858,0.00131,0,0,"Sjö"
"SE718150-168580","Station","Totalt organiskt kol",0,0.0741,-0.03333,0,0,"Sjö"
"SE718150-168580","Station","Totalkväve",0,0.099,-2.139,0,0,"Sjö"
"SE718150-168580","Station","Totalfosfor",0,0.8043,-0.02778,0,0,"Sjö"
"SE718150-168580","Station","Temperatur - vår",0,0.9284,-0.03692,0,0,"Sjö"
"SE624857-136793","Station","Brunhet",1,0.0079,0.01302,1,0,"Sjö"
"SE624857-136793","Station","Alkalinitet",0,0.6024,-4.833e-4,1,0,"Sjö"
"SE624857-136793","Station","Kadmium i vatten",0,0.833,5.556e-5,1,0,"Sjö"
"SE624857-136793","Station","Konduktivitet",0,0.0561,-0.04353,1,0,"Sjö"
"SE624857-136793","Station","Nickel i vatten",0,0.0991,-0.006667,1,0,"Sjö"
"SE624857-136793","Station","Oorganiskt kväve",-1,0.0043,-6.841,1,0,"Sjö"
"SE624857-136793","Station","Bly i vatten",0,0.8064,0.002143,1,0,"Sjö"
"SE624857-136793","Station","pH",0,0.1886,-0.004246,1,0,"Sjö"
"SE624857-136793","Station","Lättillgänglig fosfor",0,0.1546,-0.07794,1,0,"Sjö"
"SE624857-136793","Station","Kisel",1,3e-4,63.75,1,0,"Sjö"
"SE624857-136793","Station","Siktdjup",0,0.4172,0.0075,1,0,"Sjö"
"SE624857-136793","Station","Sulfat",-1,1e-4,-0.0675,1,0,"Sjö"
"SE624857-136793","Station","Totalt organiskt kol",1,1e-4,0.5123,1,0,"Sjö"
"SE624857-136793","Station","Totalkväve",0,0.2147,6.55,1,0,"Sjö"
"SE624857-136793","Station","Totalfosfor",0,0.9406,0.009375,1,0,"Sjö"
"SE617500-136060","Station","Brunhet",0,0.8946,-0,1,0,"Sjö"
"SE617500-136060","Station","Alkalinitet",0,0.7116,0.003333,1,0,"Sjö"
"SE617500-136060","Station","Konduktivitet",0,0.3684,0.07,1,0,"Sjö"
"SE617500-136060","Station","Oorganiskt kväve",0,0.9158,-0.1562,1,0,"Sjö"
"SE617500-136060","Station","pH",0,0.1952,-0.01467,1,0,"Sjö"
"SE617500-136060","Station","Lättillgänglig fosfor",0,0.9157,-0.1538,1,0,"Sjö"
"SE617500-136060","Station","Kisel",0,0.2452,66.67,1,0,"Sjö"
"SE617500-136060","Station","Siktdjup",0,0.0849,0.03333,1,0,"Sjö"
"SE617500-136060","Station","Sulfat",0,0.3644,-0.08353,1,0,"Sjö"
"SE617500-136060","Station","Totalt organiskt kol",0,0.3141,0.03077,1,0,"Sjö"
"SE617500-136060","Station","Totalkväve",0,0.7317,-11.91,1,0,"Sjö"
"SE617500-136060","Station","Totalfosfor",0,0.5434,-1.157,1,0,"Sjö"
"SE698561-139682","Station","Brunhet",0,0.4957,3.75e-5,0,0,"Sjö"
"SE698561-139682","Station","Alkalinitet",0,0.0868,4.259e-4,0,0,"Sjö"
"SE698561-139682","Station","Konduktivitet",0,0.3923,0.001435,0,0,"Sjö"
"SE698561-139682","Station","Oorganiskt kväve",0,0.4709,-0.3351,0,0,"Sjö"
"SE698561-139682","Station","pH",0,0.0529,-0.00981,0,0,"Sjö"
"SE698561-139682","Station","Lättillgänglig fosfor",-1,0.0207,-0.04545,0,0,"Sjö"
"SE698561-139682","Station","Kisel",0,0.6853,-2.852,0,0,"Sjö"
"SE698561-139682","Station","Siktdjup",0,0.7003,0.03125,0,0,"Sjö"
"SE698561-139682","Station","Sulfat",0,0.8569,-2.778e-4,0,0,"Sjö"
"SE698561-139682","Station","Totalt organiskt kol",0,0.0944,-0.01202,0,0,"Sjö"
"SE698561-139682","Station","Totalkväve",-1,0.0086,-5.167,0,0,"Sjö"
"SE698561-139682","Station","Totalfosfor",0,0.3434,-0.03547,0,0,"Sjö"
"SE728744-162653","Station","Brunhet",0,0.2405,1.532e-4,0,0,"Sjö"
"SE728744-162653","Station","Alkalinitet",0,0.1186,3.167e-4,0,0,"Sjö"
"SE728744-162653","Station","Konduktivitet",-1,2e-4,-0.009167,0,0,"Sjö"
"SE728744-162653","Station","Oorganiskt kväve",0,0.2125,-0.1429,0,0,"Sjö"
"SE728744-162653","Station","pH",0,0.8846,2.849e-4,0,0,"Sjö"
"SE728744-162653","Station","Lättillgänglig fosfor",0,0.2146,-0.01515,0,0,"Sjö"
"SE728744-162653","Station","Kisel",1,0.0471,11.48,0,0,"Sjö"
"SE728744-162653","Station","Siktdjup",-1,0.0242,-0.02222,0,0,"Sjö"
"SE728744-162653","Station","Sulfat",-1,0,-0.01159,0,0,"Sjö"
"SE728744-162653","Station","Totalt organiskt kol",0,0.4263,0.008333,0,0,"Sjö"
"SE728744-162653","Station","Totalkväve",0,0.062,-1.098,0,0,"Sjö"
"SE728744-162653","Station","Totalfosfor",-1,0,-0.1111,0,0,"Sjö"
"SE616060-133910","Station","Brunhet",0,0.0809,-6.667e-4,1,0,"Sjö"
"SE616060-133910","Station","Alkalinitet",0,0.2244,0.0113,1,0,"Sjö"
"SE616060-133910","Station","Konduktivitet",0,0.7507,-0.01818,1,0,"Sjö"
"SE616060-133910","Station","Oorganiskt kväve",-1,0.0243,-0.4286,1,0,"Sjö"
"SE616060-133910","Station","pH",-1,0.0263,-0.0125,1,0,"Sjö"
"SE616060-133910","Station","Lättillgänglig fosfor",-1,0.0038,-0.6471,1,0,"Sjö"
"SE616060-133910","Station","Kisel",0,0.2709,44,1,0,"Sjö"
"SE616060-133910","Station","Siktdjup",0,0.446,-0,1,0,"Sjö"
"SE616060-133910","Station","Sulfat",-1,0.0045,-0.3245,1,0,"Sjö"
"SE616060-133910","Station","Totalt organiskt kol",1,0.0446,0.18,1,0,"Sjö"
"SE616060-133910","Station","Totalkväve",1,0.0016,33.51,1,0,"Sjö"
"SE616060-133910","Station","Totalfosfor",0,0.1321,0.9619,1,0,"Sjö"
"SE650398-139136","Station","Brunhet",0,0.0578,0.001136,0,0,"Sjö"
"SE650398-139136","Station","Alkalinitet",0,0.5047,0.001656,0,0,"Sjö"
"SE650398-139136","Station","Konduktivitet",0,0.1229,-0.074,0,0,"Sjö"
"SE650398-139136","Station","Oorganiskt kväve",0,0.189,2.565,0,0,"Sjö"
"SE650398-139136","Station","pH",0,0.1962,-0.009729,0,0,"Sjö"
"SE650398-139136","Station","Lättillgänglig fosfor",0,0.3168,-0.1458,0,0,"Sjö"
"SE650398-139136","Station","Kisel",1,0.0131,37.5,0,0,"Sjö"
"SE650398-139136","Station","Siktdjup",0,0.1683,-0.007143,0,0,"Sjö"
"SE650398-139136","Station","Sulfat",-1,2e-4,-0.03354,0,0,"Sjö"
"SE650398-139136","Station","Totalt organiskt kol",1,0.0035,0.1956,0,0,"Sjö"
"SE650398-139136","Station","Totalkväve",0,0.4137,4.701,0,0,"Sjö"
"SE650398-139136","Station","Totalfosfor",1,0.0052,1.549,0,0,"Sjö"
"SE650398-139136","Station","Temperatur - vår",0,0.9212,0.025,0,0,"Sjö"
"SE723383-175441","Station","Brunhet",0,0.3875,-6.932e-4,1,0,"Sjö"
"SE723383-175441","Station","Alkalinitet",1,0.0249,6.667e-4,1,0,"Sjö"
"SE723383-175441","Station","Konduktivitet",-1,0,-0.01953,1,0,"Sjö"
"SE723383-175441","Station","Oorganiskt kväve",-1,0.0183,-0.7381,1,0,"Sjö"
"SE723383-175441","Station","pH",0,0.9814,-3.135e-4,1,0,"Sjö"
"SE723383-175441","Station","Lättillgänglig fosfor",-1,1e-4,-0.1111,1,0,"Sjö"
"SE723383-175441","Station","Kisel",1,0.0172,22.08,1,0,"Sjö"
"SE723383-175441","Station","Siktdjup",0,0.371,0.007197,1,0,"Sjö"
"SE723383-175441","Station","Sulfat",-1,0,-0.02207,1,0,"Sjö"
"SE723383-175441","Station","Totalt organiskt kol",0,0.0526,0.06433,1,0,"Sjö"
"SE723383-175441","Station","Totalkväve",-1,0,-6.583,1,0,"Sjö"
"SE723383-175441","Station","Totalfosfor",0,0.513,-0.05917,1,0,"Sjö"
"SE723383-175441","Station","Temperatur - vår",0,0.1071,0.1833,1,0,"Sjö"
"SE639550-135075","Station","Alkalinitet",0,0.1646,0.006181,1,0,"Sjö"
"SE639550-135075","Station","Konduktivitet",0,0.5054,0.07778,1,0,"Sjö"
"SE639550-135075","Station","Lägsta Syrehalt",0,0.30620000000000003,-0.001716,1,0,"Sjö"
"SE639550-135075","Station","pH",1,0.0034,0.01505,1,0,"Sjö"
"SE639550-135075","Station","Totalt organiskt kol",0,0.7392,-0.01833,1,0,"Sjö"
"SE639550-135075","Station","Totalkväve",0,0.1825,-5,1,0,"Sjö"
"SE639550-135075","Station","Totalfosfor",0,0.6494,0.0625,1,0,"Sjö"
"SE646062-153130","Station","Brunhet",0,0.5904,-8.333e-5,1,0,"Sjö"
"SE646062-153130","Station","Alkalinitet",1,3e-4,0.001667,1,0,"Sjö"
"SE646062-153130","Station","Lägsta Syrehalt",0,0.4873,0.009091,1,0,"Sjö"
"SE646062-153130","Station","Oorganiskt kväve",-1,8e-4,-4.281,1,0,"Sjö"
"SE646062-153130","Station","pH",1,4e-4,0.0088940000000000009,1,0,"Sjö"
"SE646062-153130","Station","Siktdjup",1,6e-4,0.05406,1,0,"Sjö"
"SE646062-153130","Station","Totalt organiskt kol",1,0.0244,0.025,1,0,"Sjö"
"SE646062-153130","Station","Totalkväve",-1,0,-5,1,0,"Sjö"
"SE646062-153130","Station","Totalfosfor",-1,0,-0.2771,1,0,"Sjö"
"SE651196-137852","Station","Individtäthet alla bottendjur",1,0.0011,28.3683,1,0,"Sjö"
"SE651196-137852","Station","Individtäthet blötdjur",1,0.0041,3.028,1,0,"Sjö"
"SE651196-137852","Station","Individtäthet leddjur - insekter",1,0.0147,9.2211,1,0,"Sjö"
"SE651196-137852","Station","Individtäthet leddjur - kräftdjur",0,0.0568,-0,1,0,"Sjö"
"SE651196-137852","Station","Individtäthet ringmaskar",0,0.0628,11.6433,1,0,"Sjö"
"SE651817-138798","Station","Individtäthet alla bottendjur",1,0.0059,19.2593,1,0,"Sjö"
"SE651817-138798","Station","Individtäthet blötdjur",1,0.0103,3.1293,1,0,"Sjö"
"SE651817-138798","Station","Individtäthet leddjur - insekter",0,0.5462,1.8028,1,0,"Sjö"
"SE651817-138798","Station","Individtäthet leddjur - kräftdjur",0,0.186,0.4433,1,0,"Sjö"
"SE651817-138798","Station","Individtäthet ringmaskar",1,0.0443,7.5857,1,0,"Sjö"
"SE633989-140731","Station","Individtäthet alla bottendjur",1,0,193.8167,0,0,"Sjö"
"SE633989-140731","Station","Individtäthet blötdjur",-1,0,,0,0,"Sjö"
"SE633989-140731","Station","Individtäthet leddjur - insekter",1,0,185.8905,0,0,"Sjö"
"SE633989-140731","Station","Individtäthet leddjur - kräftdjur",-1,0.0136,,0,0,"Sjö"
"SE633989-140731","Station","Individtäthet ringmaskar",0,0.4408,-1.0734,0,0,"Sjö"
"SE642489-151724","Station","Individtäthet alla bottendjur",-1,0.0031,-11.1698,0,0,"Sjö"
"SE642489-151724","Station","Individtäthet blötdjur",0,0.4261,-0.2224,0,0,"Sjö"
"SE642489-151724","Station","Individtäthet leddjur - insekter",-1,0.009,-9.7278,0,0,"Sjö"
"SE642489-151724","Station","Individtäthet leddjur - kräftdjur",-1,7e-4,-0.3342,0,0,"Sjö"
"SE642489-151724","Station","Individtäthet ringmaskar",0,0.189,-0.2119,0,0,"Sjö"
"NW627437-149509","Station","Individtäthet alla bottendjur",1,0.0017,19.8758,0,0,"Sjö"
"NW627437-149509","Station","Individtäthet blötdjur",0,0.1491,-0,0,0,"Sjö"
"NW627437-149509","Station","Individtäthet leddjur - insekter",1,0.0015,20.7465,0,0,"Sjö"
"NW627437-149509","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0,0,"Sjö"
"NW627437-149509","Station","Individtäthet ringmaskar",0,0.6515,-0,0,0,"Sjö"
"SE658086-130264","Station","Individtäthet alla bottendjur",0,0.2329,7.267,0,0,"Sjö"
"SE658086-130264","Station","Individtäthet blötdjur",-1,2e-4,,0,0,"Sjö"
"SE658086-130264","Station","Individtäthet leddjur - insekter",0,0.1183,7.7702,0,0,"Sjö"
"SE658086-130264","Station","Individtäthet leddjur - kräftdjur",-1,0.0331,,0,0,"Sjö"
"SE658086-130264","Station","Individtäthet ringmaskar",0,0.1539,-0.3858,0,0,"Sjö"
"NW645343-128665","Station","Individtäthet alla bottendjur",0,0.1183,-12.5741,0,0,"Sjö"
"NW645343-128665","Station","Individtäthet blötdjur",0,0.303,-0.2673,0,0,"Sjö"
"NW645343-128665","Station","Individtäthet leddjur - insekter",0,0.1556,-8.4537,0,0,"Sjö"
"NW645343-128665","Station","Individtäthet leddjur - kräftdjur",0,0.2167,-0,0,0,"Sjö"
"NW645343-128665","Station","Individtäthet ringmaskar",0,0.0643,-0.568,0,0,"Sjö"
"SE651578-146163","Station","Individtäthet alla bottendjur",-1,0,-11.4766,0,0,"Sjö"
"SE651578-146163","Station","Individtäthet blötdjur",-1,1e-4,,0,0,"Sjö"
"SE651578-146163","Station","Individtäthet leddjur - insekter",-1,1e-4,-9.4262,0,0,"Sjö"
"SE651578-146163","Station","Individtäthet leddjur - kräftdjur",-1,0.0013,,0,0,"Sjö"
"SE651578-146163","Station","Individtäthet ringmaskar",-1,0,-1.7822,0,0,"Sjö"
"SE635878-137392","Station","Individtäthet alla bottendjur",0,0.7443,1.7103,0,0,"Sjö"
"SE635878-137392","Station","Individtäthet blötdjur",-1,0.0114,,0,0,"Sjö"
"SE635878-137392","Station","Individtäthet leddjur - insekter",0,0.5732,2.5063,0,0,"Sjö"
"SE635878-137392","Station","Individtäthet leddjur - kräftdjur",0,0.2213,-0,0,0,"Sjö"
"SE635878-137392","Station","Individtäthet ringmaskar",0,0.5039,-0,0,0,"Sjö"
"SE632231-136476","Station","Individtäthet alla bottendjur",0,0.9291,4.1397,0,0,"Sjö"
"SE632231-136476","Station","Individtäthet blötdjur",0,1,-0,0,0,"Sjö"
"SE632231-136476","Station","Individtäthet leddjur - insekter",0,0.9763,4.5779,0,0,"Sjö"
"SE632231-136476","Station","Individtäthet leddjur - kräftdjur",0,1,-0,0,0,"Sjö"
"SE632231-136476","Station","Individtäthet ringmaskar",0,0.3766,-0,0,0,"Sjö"
"SE650061-142276","Station","Individtäthet alla bottendjur",0,0.0998,-3.7007,0,0,"Sjö"
"SE650061-142276","Station","Individtäthet blötdjur",-1,0.0023,,0,0,"Sjö"
"SE650061-142276","Station","Individtäthet leddjur - insekter",-1,0.0379,-4.2913,0,0,"Sjö"
"SE650061-142276","Station","Individtäthet leddjur - kräftdjur",-1,0.0084,,0,0,"Sjö"
"SE650061-142276","Station","Individtäthet ringmaskar",0,0.5096,-0,0,0,"Sjö"
"SE665654-149206","Station","Individtäthet alla bottendjur",-1,0.0036,-2.5062,0,0,"Sjö"
"SE665654-149206","Station","Individtäthet blötdjur",-1,5e-4,,0,0,"Sjö"
"SE665654-149206","Station","Individtäthet leddjur - insekter",-1,4e-4,-2.344,0,0,"Sjö"
"SE665654-149206","Station","Individtäthet leddjur - kräftdjur",-1,0.0068,,0,0,"Sjö"
"SE665654-149206","Station","Individtäthet ringmaskar",,0.05,-0.3342,0,0,"Sjö"
"SE663532-148571","Station","Individtäthet alla bottendjur",0,0.9773,-0.1037,0,0,"Sjö"
"SE663532-148571","Station","Individtäthet blötdjur",0,0.2463,-0,0,0,"Sjö"
"SE663532-148571","Station","Individtäthet leddjur - insekter",0,0.3065,1.3356,0,0,"Sjö"
"SE663532-148571","Station","Individtäthet leddjur - kräftdjur",-1,0.0228,-0.0668,0,0,"Sjö"
"SE663532-148571","Station","Individtäthet ringmaskar",-1,0.0072,-1.1833,0,0,"Sjö"
"SE708619-162132","Station","Individtäthet alla bottendjur",0,0.4602,-1.2778,0,0,"Sjö"
"SE708619-162132","Station","Individtäthet blötdjur",0,0.3558,-0.4049,0,0,"Sjö"
"SE708619-162132","Station","Individtäthet leddjur - insekter",0,0.712,0.4861,0,0,"Sjö"
"SE708619-162132","Station","Individtäthet leddjur - kräftdjur",0,0.0603,-0,0,0,"Sjö"
"SE708619-162132","Station","Individtäthet ringmaskar",0,0.9547,0.0247,0,0,"Sjö"
"NW652888-125811","Station","Individtäthet alla bottendjur",0,0.0705,43.6941,0,0,"Sjö"
"NW652888-125811","Station","Individtäthet blötdjur",0,0.7598,-0,0,0,"Sjö"
"NW652888-125811","Station","Individtäthet leddjur - insekter",0,0.1635,29.8207,0,0,"Sjö"
"NW652888-125811","Station","Individtäthet leddjur - kräftdjur",0,0.5408,-0,0,0,"Sjö"
"NW652888-125811","Station","Individtäthet ringmaskar",1,0,11.9495,0,0,"Sjö"
"SE651573-152481","Station","Individtäthet alla bottendjur",-1,0,-9.7758,0,0,"Sjö"
"SE651573-152481","Station","Individtäthet blötdjur",-1,0,,0,0,"Sjö"
"SE651573-152481","Station","Individtäthet leddjur - insekter",-1,0.0022,-0.8593,0,0,"Sjö"
"SE651573-152481","Station","Individtäthet leddjur - kräftdjur",-1,6e-4,,0,0,"Sjö"
"SE651573-152481","Station","Individtäthet ringmaskar",-1,1e-4,-3.8758,0,0,"Sjö"
"SE628606-133205","Station","Individtäthet alla bottendjur",0,0.6352,-6.11,0,0,"Sjö"
"SE628606-133205","Station","Individtäthet blötdjur",0,0.0535,-1.1754,0,0,"Sjö"
"SE628606-133205","Station","Individtäthet leddjur - insekter",0,0.091,19.3943,0,0,"Sjö"
"SE628606-133205","Station","Individtäthet leddjur - kräftdjur",-1,0.0028,,0,0,"Sjö"
"SE628606-133205","Station","Individtäthet ringmaskar",-1,0.0012,-20.1528,0,0,"Sjö"
"SE683673-154083","Station","Individtäthet alla bottendjur",0,0.7896,1.2476,0,0,"Sjö"
"SE683673-154083","Station","Individtäthet blötdjur",0,0.7555,-0.2606,0,0,"Sjö"
"SE683673-154083","Station","Individtäthet leddjur - insekter",0,0.7782,-1.5594,0,0,"Sjö"
"SE683673-154083","Station","Individtäthet leddjur - kräftdjur",0,0.163,0.6913,0,0,"Sjö"
"SE683673-154083","Station","Individtäthet ringmaskar",1,0.0436,0.3819,0,0,"Sjö"
"SE655605-158820","Station","Individtäthet alla bottendjur",-1,0.0282,-16.1333,0,0,"Sjö"
"SE655605-158820","Station","Individtäthet blötdjur",-1,0.0406,-1.3367,0,0,"Sjö"
"SE655605-158820","Station","Individtäthet leddjur - insekter",0,0.0802,-10.7996,0,0,"Sjö"
"SE655605-158820","Station","Individtäthet leddjur - kräftdjur",-1,0.0052,-0.2857,0,0,"Sjö"
"SE655605-158820","Station","Individtäthet ringmaskar",-1,0.0019,-2.5722,0,0,"Sjö"
